,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite,splitTile,splitSummary
0,81527884,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 02:32:00,2021-01-04 02:32:19,0.651298224926,0.343533694744,1,0.669182807207,0,0.010045927763,2021-01-04 02:37:40,安徽长城军工股份有限公司关于２０２１年度预计为全资及控股子公司提供担保的公告,安徽长城军工股份有限公司所属全资及控股子公司：安徽神剑科技股份有限公司、安徽东风机电科技股份有限公司、安徽方圆机电股份有限公司、安徽红星机电科技股份有限公司、安徽金星预应力工程技术有限公司。,,,证券时报网,"安徽,长城军工,股份,有限公司,２,０,２,１,年度,预计,全资,控股,子公司,提供,担保,公告","安徽,长城军工,股份,有限公司,所属,全资,控股,子公司,安徽,神剑,科技股份,有限公司,安徽,东风,机电,科技股份,有限公司,安徽,方圆,机电,股份,有限公司,安徽,红星,机电,科技股份,有限公司,安徽,金星,预应力,工程技术,有限公司"
1,81528568,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 02:46:24,2021-01-04 02:46:25,0.963015139103,0.0352026931942,1,0.516710262746,0,0.0279416060075,2021-01-04 02:50:04,安徽长城军工股份有限公司 关于2021年度预计为全资及控股子公司 提供担保的公告,安徽长城军工股份有限公司所属全资及控股子公司：安徽神剑科技股份有限公司、安徽东风机电科技股份有限公司、安徽方圆机电股份有限公司、安徽红星机电科技股份有限公司、安徽金星预应力工程技术有限公司。,证券日报,,新浪财经,"安徽,长城军工,股份,有限公司,2021,年度,预计,全资,控股,子公司,提供,担保,公告","安徽,长城军工,股份,有限公司,所属,全资,控股,子公司,安徽,神剑,科技股份,有限公司,安徽,东风,机电,科技股份,有限公司,安徽,方圆,机电,股份,有限公司,安徽,红星,机电,科技股份,有限公司,安徽,金星,预应力,工程技术,有限公司"
2,81562937,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 14:45:02,2021-01-04 14:45:03,0.971554875374,0.0271248929203,1,0.512902330607,1,0.760446596146,2021-01-04 14:45:04,长城军工盘中异动 大幅拉升5.01%,2021年01月04日下午盘14时22分，长城军工出现异动，股价大幅拉升5.01%。最新的三季报显示，该股于2020年9月30日实现稀释每股收益0.00元，营业利润478.43万元，基本每股收益0.00元。,自选股智能写手,,腾讯网,"长城军工,盘中,异动,大幅,拉升,5.01%","2021,年,01,月,04,日,下午,盘,14,时,22,分,长城军工,出现,异动,股价,大幅,拉升,5.01%,最新,三,季报,显示,股于,2020,年,9,月,30,日,实现,稀释,每股,收益,0.00,元,营业,利润,478.43,万元,基本,每股,收益,0.00,元"
3,81604653,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-05 07:46:59,2021-01-05 07:47:07,0.0782140865922,0.514430165291,2,0.553537208587,1,0.695094885677,2021-01-05 07:47:09,长城军工：融资净买入446.56万元，融资余额2.23亿元（01-04）,2021年1月4日长城军工融资净买入446.56万元，融资余额2.23亿元,东方财富Choice数据,财智星,东方财富网,"长城军工,融资,净,买入,446.56,万元,融资,余额,2.23,亿元,01,04","2021,年,1,月,4,日,长城军工,融资,净,买入,446.56,万元,融资,余额,2.23,亿元"
4,81606516,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-05 08:05:08,2021-01-05 08:05:20,2.61864624918e-06,0.999996900558,2,0.999998209882,0,-0.00302562117577,2021-01-05 08:05:21,长城军工(601606)融资融券信息(01-04),长城军工(601606)融资融券信息(01-04),东方财富Choice数据,,东方财富网,"长城军工,601606,融资,融券,信息,01,04","长城军工,601606,融资,融券,信息,01,04"
5,81675288,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 07:46:59,2021-01-06 07:47:05,0.024614777416,0.77751994133,2,0.789827330038,1,0.837671773136,2021-01-06 07:47:06,长城军工：连续3日融资净买入累计1158.49万元（01-05）,2021年1月5日长城军工连续3日融资净买入累计1158.49万元,东方财富Choice数据,财智星,东方财富网,"长城军工,连续,3,日,融资,净,买入,累计,1158.49,万元,01,05","2021,年,1,月,5,日,长城军工,连续,3,日,融资,净,买入,累计,1158.49,万元"
6,81678443,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 08:14:38,2021-01-06 08:14:58,0.000550240045413,0.999134004116,2,0.999409124139,1,0.58445725143,2021-01-06 08:15:01,长城军工：1月5日融资净买入547.50万元 环比增加22.61%,1月5日融资买入2832.56万元，融资偿还2285.06万元，融资净买入547.50万元，当前融资余额为2.28亿元。长城军工1月5日融资融券余额较昨日增加567.35万元至2.29亿元。,同花顺金融研究中心,,同花顺,"长城军工,1,月,5,日,融资,净,买入,547.50,万元,环比,增加,22.61%","1,月,5,日,融资,买入,2832.56,万元,融资,偿还,2285.06,万元,融资,净,买入,547.50,万元,当前,融资,余额,2.28,亿元,长城军工,1,月,5,日,融资,融券,余额,昨日,增加,567.35,万元,2.29,亿元"
7,81714356,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 16:11:03,2021-01-06 16:11:06,0.0626693665981,0.937221109867,2,0.968555793166,-1,-0.973922681063,2021-01-06 16:11:07,长城军工(601606.SH)：湖南高新创投减持579.59万股 当前持股比例低于5%,公司收到股东湖南高新创投递交的《安徽长城军工股份有限公司简式权益变动报告书》及《股东权益变动告知函》。,格隆汇,,腾讯网,"长城军工,601606,SH,湖南,高新,创投,减持,579.59,万股,当前,持股,比例,低于,5%","公司,收到,股东,湖南,高新,创投,递交,安徽,长城军工,股份,有限公司,简式,权益,变动,报告书,股东权益,变动,告知,函"
8,81715748,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 16:28:49,2021-01-06 16:28:51,0.948638796806,0.0508387759328,1,0.525158174336,-1,-0.980583913252,2021-01-06 16:28:52,长城军工：湖南高新创投减持579.59万股 当前持股比例低于5%,长城军工发布公告称，2021年1月6日，公司收到股东湖南高新创投递交的《安徽长城军工股份有限公司简式权益变动报告书》及《股东权益变动告知函》。,同花顺综合,,同花顺,"长城军工,湖南,高新,创投,减持,579.59,万股,当前,持股,比例,低于,5%","长城军工,发布公告,称,2021,年,1,月,6,日,公司,收到,股东,湖南,高新,创投,递交,安徽,长城军工,股份,有限公司,简式,权益,变动,报告书,股东权益,变动,告知,函"
9,81717068,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 16:47:27,2021-01-06 16:47:28,0.069259904325,0.929951012135,2,0.964580964297,-1,-0.770553077757,2021-01-06 16:47:29,[快讯]长城军工:关于持股5%以上股东减持后持股比例低于5%的提示性,本次权益变动属于减持股份情形，不触及要约收购。湖南高新创业投资集团有限公司不属于公司控股股东，本次权益变动不会导致公司控股股东及实际控制人发生变化，不会影响公司的治理结构和持续经营。,中财网,,腾讯网,"快讯,长城军工,持股,5%,以上,股东,减持,后,持股,比例,低于,5%,提示性","本次,权益,变动,属于,减持,股份,情形,不,触及,要约,收购,湖南,高新,创业投资,集团,有限公司,不,属于,公司,控股,股东,本次,权益,变动,不会,导致,公司,控股,股东,实际,控制,人,发生变化,不会,影响,公司,治理,结构,持续,经营"
