,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite,splitTile,splitSummary
0,81494744,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-01 18:10:56,2021-01-01 18:10:57,0.0121473986655,0.987336933613,2,0.993410632946,1,0.903552212659,2021-01-01 18:10:58,天津港新年新增两条海铁联运班列通道,2021年第一天，来自黑龙江绥化、河北邢台的两列首发海铁联运班列抵达天津港，迎来了新年海铁联运业务“开门红”。,中国新闻网,,和讯网,"天津港,新年,新增,两条,海铁,联运,班列,通道","2021,年,第一天,来自,黑龙江,绥化,河北,邢台,两列,首发,海铁,联运,班列,抵达,天津港,迎来,新年,海铁,联运,业务,开门红"
1,81504186,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-02 14:44:30,2021-01-02 14:44:39,0.948063373566,0.0519036278129,1,0.525935314596,1,0.728112955578,2021-01-02 14:44:40,对接北京服务雄安 京津冀海上门户“竞合”加速三地融合,辞旧迎新之际，作为京津冀及中国“三北”地区海上门户的天津港持续发力，助力京津冀交通一体化。近年来，该港围绕京津冀协同发展，服务对接北京，助推营商环境改善。天津港依托港口设施资源，为雄安进出口货物提供港口绿色通道服务优先保障。,中国新闻网,,和讯网,"对接,北京,服务,雄安,京津冀,海上,门户,竞合,加速,三地,融合","辞旧迎新,之际,京津冀,中国,三北,地区,海上,门户,天津港,持续,发力,助力,京津冀,交通,一体化,近年来,该港,围绕,京津冀,协同,发展,服务,对接,北京,助推,营商,环境,改善,天津港,依托,港口,设施,资源,为雄安,进出口,货物,提供,港口,绿色通道,服务,优先,保障"
2,81547154,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-04 10:40:26,2021-01-04 10:40:28,0.0758160948753,0.905605196953,2,0.94351324439,1,0.775166408625,2021-01-04 10:40:29,2020年集装箱吞吐量1835万标准箱创历史新高 天津港集团再当“大胃王”,截至2020年12月30日，2020年天津港集团集装箱吞吐量完成1835万标准箱，同比增长6.1%，创出年度集装箱吞吐量历史新高。,和讯,,和讯网,"2020,年,集装箱,吞吐量,1835,万,标准箱,创,历史,新高,天津港,集团,再,大胃,王","截至,2020,年,12,月,30,日,2020,年,天津港,集团,集装箱,吞吐量,完成,1835,万,标准箱,同比,增长,6.1%,创出,年度,集装箱,吞吐量,历史,新高"
3,81744200,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-07 07:32:20,2021-01-07 07:32:25,0.471724659204,0.525951445103,2,0.761813774705,0,0.117953178287,2021-01-07 07:32:31,行业景气观察：全球半导体销售额同比增幅扩大 农产品价格景气上行,动力煤价格上涨，焦炭和焦煤期货价格上涨，京唐港炼焦煤库存上涨，秦皇岛港煤炭和天津港焦炭库存下降。截至1月5日，伦敦黄金现货价格为1940.35美元/盎司，周环比上行3.52%。,金融界网站,,金融界,"行业,景气,观察,全球,半导体,销售额,同比,增幅,扩大,农产品,价格,景气,上行","动力,煤,价格上涨,焦炭,焦煤,期货价格,上涨,京,唐港,炼焦煤,库存,上涨,秦皇岛港,煤炭,天津港,焦炭,库存,下降,截至,1,月,5,日,伦敦,黄金,现货,价格,1940.35,美元,盎司,周,环比,上行,3.52%"
4,82005264,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-12 08:43:05,2021-01-12 08:43:08,0.00818424671888,0.990891516209,2,0.994983639568,1,0.855638988689,2021-01-12 08:43:09,2020年天津港集装箱吞吐量创历史新高,一艘货轮停靠在天津港欧亚国际集装箱码头。天津港年度集装箱吞吐量创历史新高，全年完成1835万标准箱，同比增长6.1%。,经济参考报,,同花顺,"2020,年,天津港,集装箱,吞吐量,创,历史,新高","一艘,货轮,停靠在,天津港,欧亚,国际,集装箱,码头,天津港,年度,集装箱,吞吐量,创,历史,新高,全年,完成,1835,万,标准箱,同比,增长,6.1%"
5,82014521,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-12 10:04:31,2021-01-12 10:04:33,0.01050447952,0.983444452286,2,0.988696692046,1,0.982869198348,2021-01-12 10:04:37,天津港保税区获评国家外贸转型升级基地 海洋装备产业集聚效应显现,天津港保税区被商务部认定为2020年国家外贸转型升级基地，成为全国新认定的64个基地之一。,自然资源部网站,,同花顺,"天津港,保税区,获评,国家,外贸,转型,升级,基地,海洋,装备,产业,集聚,效应,显现","天津港,保税区,商务部,认定,2020,年,国家,外贸,转型,升级,基地,成为,全国,新,认定,64,基地"
6,82073740,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-13 07:59:42,2021-01-13 07:59:44,0.00444683106616,0.992590427399,2,0.994813842932,0,0.0857605427504,2021-01-13 07:59:57,天津港(600717)融资融券信息(01-12),天津港2021年1月12日融资净买额-1，233，144元，融券余额282，403，798元。,东方财富Choice数据,财智星,东方财富网,"天津港,600717,融资,融券,信息,01,12","天津港,2021,年,1,月,12,日,融资,净买额,1,233,144,元,融券,余额,282,403,798,元"
7,82147040,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-14 08:00:08,2021-01-14 08:00:17,0.00424505211413,0.992760419846,2,0.994882945903,0,0.0853859039024,2021-01-14 08:00:33,天津港(600717)融资融券信息(01-13),天津港2021年1月13日融资净买额9，169，081元，融券余额291，572，879元。,东方财富Choice数据,财智星,东方财富网,"天津港,600717,融资,融券,信息,01,13","天津港,2021,年,1,月,13,日,融资,净买额,9,169,081,元,融券,余额,291,572,879,元"
8,82329850,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-18 09:22:03,2021-01-18 09:22:24,0.00654182676226,0.992883682251,2,0.996154595632,1,0.944712072285,2021-01-18 09:22:28,天津港自动化码头建设取得重要进展,1月17日拍摄的经过全流程自动化升级改造的天津港集装箱码头。当日，天津港传统集装箱码头全流程自动化升级改造项目实现全面运营。在建的天津港北疆港区C段智能化集装箱码头一号泊位启动联调联试。,经济参考报,,同花顺,"天津港,自动化,码头,建设,取得,重要,进展","1,月,17,日,拍摄,全,流程,自动化,升级,改造,天津港,集装箱,码头,当日,天津港,传统,集装箱,码头,全,流程,自动化,升级,改造,项目,实现,全面,运营,在建,天津港,北疆,港区,C,段,智能化,集装箱,码头,一号,泊位,启动,联调,联试"
9,82371019,600717.XSHG,A,E,600717,天津港,XSHG,1223,2021-01-18 17:51:48,2021-01-18 17:51:49,0.0229188706726,0.97071146965,2,0.982170904987,1,0.769420606177,2021-01-18 17:51:57,天津港北疆港区C段智能化集装箱码头1#泊位顺利实现联调联试,在天津港北疆港区C段智能化集装箱码头，无人电动集卡整齐列队，七彩岸桥巍然矗立。,天津港官微,,同花顺,"天津港,北疆,港区,C,段,智能化,集装箱,码头,1,泊位,顺利实现,联调,联试","天津港,北疆,港区,C,段,智能化,集装箱,码头,无人,电动,集卡,整齐,列队,七彩,岸桥,巍然矗立"
