,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite,splitTile,splitSummary
0,81483690,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-01 07:41:42,2021-01-01 07:42:41,0.346906036139,0.512859225273,2,0.686312243342,0,0.0287523448467,2021-01-01 07:42:44,保利地产：融资净偿还5765.85万元，融资余额41.08亿元（12-31）,2020年12月31日保利地产融资净偿还5765.85万元，融资余额41.08亿元,东方财富Choice数据,财智星,东方财富网,"保利地产,融资,净,偿还,5765.85,万元,融资,余额,41.08,亿元,12,31","2020,年,12,月,31,日,保利地产,融资,净,偿还,5765.85,万元,融资,余额,41.08,亿元"
1,81546690,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-04 10:34:13,2021-01-04 10:34:14,0.0552009418607,0.943876206875,2,0.971476677805,-1,-0.486483025551,2021-01-04 10:34:14,保利地产股价大跌3.03% 股价创2月新低,2021年01月04日早盘09时56分，保利地产出现异动，股价大幅下跌3.03%，创2月新低。过去一年内该股有1次涨停，涨停后第二交易日涨0次，跌1次，跌占比100%。,自选股智能写手,,腾讯网,"保利地产,股价,大跌,3.03%,股价,创,2,月,新低","2021,年,01,月,04,日,早盘,09,时,56,分,保利地产,出现,异动,股价,大幅,下跌,3.03%,创,2,月,新低,过去,一年,内该,股有,1,次,涨停,涨停,后,交易日,涨,0,次,跌,1,次,跌,占,100%"
2,81547097,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-04 10:39:38,2021-01-04 10:39:39,0.955631434917,0.0150278201327,1,0.492843537591,0,-0.000209322571754,2021-01-04 10:39:45,【A股港股地产股普遍下挫】 港股融创中国跌超5%，中国恒大跌超4%，万科企业跌近4%，碧桂园跌3.5%。A股格力地产跌超9%，中南建设跌超6%，泰和集团跌超4%,港股融创中国跌超5%，中国恒大跌超4%，万科企业跌近4%，碧桂园跌3.5%。A股格力地产跌超9%，中南建设跌超6%，泰和集团跌超4%，金地集团、保利地产、万科A跌超3%。,犀牛之星,,证券之星,"A股,港股,地产股,普遍,下挫,港股,融创,中国,跌超,5%,中国,恒,大跌,超,4%,万科,企业,跌近,4%,碧桂园,跌,3.5%,A股,格力地产,跌超,9%,中南建设,跌超,6%,泰和,集团,跌超,4%","港股,融创,中国,跌超,5%,中国,恒,大跌,超,4%,万科,企业,跌近,4%,碧桂园,跌,3.5%,A股,格力地产,跌超,9%,中南建设,跌超,6%,泰和,集团,跌超,4%,金地集团,保利地产,万科A,跌超,3%"
3,81568431,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-04 14:49:54,2021-01-04 15:56:09,0.0384788960218,0.92615711689,2,0.945396564901,0,0.0257168263197,2021-01-04 15:56:20,【点评】保利地产：房贷集中度管理制度出台,人民银行、银保监会发布《关于建立银行业金融机构房地产贷款集中度管理制度的通知》，将根据银行业金融机构的资产规模、机构类型等因素，分档设定房地产贷款集中度管理要求。房地产开发贷仍会留有一定空间，但会更加向优质的头部房企集中。,公众号-地产加把劲[i-property],,益盟操盘手,"点评,保利地产,房贷,集中度,管理制度,出台","人民银行,银,保监会,发布,建立,银行业,金融机构,房地产,贷款,集中度,管理制度,通知,银行业,金融机构,资产,规模,机构,类型,因素,分档,设定,房地产,贷款,集中度,管理,要求,房地产,开发,贷,仍会,留有,一定,空间,但会,更加,优质,头部,房企,集中"
4,81603937,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-05 07:39:38,2021-01-05 07:39:40,0.322530180216,0.54203993082,2,0.703305020928,0,0.0347289860249,2021-01-05 07:39:41,保利地产：融资余额42.51亿元，创近一年新高（01-04）,2021年1月4日保利地产融资余额42.51亿元，创近一年新高,东方财富Choice数据,财智星,东方财富网,"保利地产,融资,余额,42.51,亿元,创近,一年,新高,01,04","2021,年,1,月,4,日,保利地产,融资,余额,42.51,亿元,创近,一年,新高"
5,81617205,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-05 09:50:18,2021-01-05 09:50:19,0.0468886829913,0.952415168285,2,0.975859509781,-1,-0.632303094864,2021-01-05 09:50:20,保利地产早盘大幅跳水3.01% 股价创6月新低,2021年01月05日早盘09时44分，保利地产出现异动，股价大幅下跌3.01%，创6月新低。过去一年内该股有1次涨停，涨停后第二交易日涨0次，跌1次，跌占比100%。,自选股智能写手,,腾讯网,"保利地产,早盘,大幅,跳水,3.01%,股价,创,6,月,新低","2021,年,01,月,05,日,早盘,09,时,44,分,保利地产,出现,异动,股价,大幅,下跌,3.01%,创,6,月,新低,过去,一年,内该,股有,1,次,涨停,涨停,后,交易日,涨,0,次,跌,1,次,跌,占,100%"
6,81626510,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-05 11:36:33,2021-01-05 11:36:47,0.976749181747,0.00940962228924,1,0.497784213163,0,0.0235883384943,2021-01-05 11:36:49,A股1月5日房企股午盘：格力地产跌4.5%,格力地产跌幅4.50%，新华联跌幅4.29%，华夏幸福跌幅3.79%，鲁商发展跌幅3.30%，泰禾集团跌幅3.25%，华鑫股份跌幅3.12%，大名城跌幅3.05%，保利地产跌幅3.01%，广宇发展跌幅2.94%，中体产业跌幅2.90%。,乐居财经,,乐居,"A股,1,月,5,日房,企股,午盘,格力地产,跌,4.5%","格力地产,跌幅,4.50%,新华联,跌幅,4.29%,华夏幸福,跌幅,3.79%,鲁商发展,跌幅,3.30%,泰禾集团,跌幅,3.25%,华鑫股份,跌幅,3.12%,大名城,跌幅,3.05%,保利地产,跌幅,3.01%,广宇发展,跌幅,2.94%,中体产业,跌幅,2.90%"
7,81674556,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-06 07:40:19,2021-01-06 07:40:20,0.322530180216,0.54203993082,2,0.703305020928,0,0.0347289860249,2021-01-06 07:40:22,保利地产：融资余额43.64亿元，创近一年新高（01-05）,2021年1月5日保利地产融资余额43.64亿元，创近一年新高,东方财富Choice数据,财智星,东方财富网,"保利地产,融资,余额,43.64,亿元,创近,一年,新高,01,05","2021,年,1,月,5,日,保利地产,融资,余额,43.64,亿元,创近,一年,新高"
8,81731336,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-06 20:23:22,2021-01-06 20:23:27,0.997171342373,0.00241410988383,1,0.50099978107,0,0.0408151447773,2021-01-06 20:23:27,港股物业板块大涨14%，发生了什么？,港股物业股周三集体走强，板块整体涨幅超14%，其中银城生活服务大涨39%，中海物业、世茂服务、建发物业保利地产涨幅均超20%。,,,华尔街见闻,"港股,物业,板块,大涨,14%,发生","港股,物业,股,周三,集体,走强,板块,整体,涨幅,超,14%,银城,生活,服务,大涨,39%,中海,物业,世茂,服务,建发,物业,保利地产,涨幅,均,超,20%"
9,81738025,600048.XSHG,A,E,600048,保利地产,XSHG,2060,2021-01-06 23:47:37,2021-01-06 23:47:38,0.0584375597537,0.926798820496,2,0.956017600372,0,0.138638606668,2021-01-06 23:47:44,技术分析：保利地产是否值得更加持有？,保利地产2019年营业收入2359.34亿元，同比增加21.29%。净利润为36.08亿元，同比增加7.90%，归母净利润为23.79亿元，同比增加2.55%。毛利率为39.78%，同比减少0.03%。,,墨抑云,搜狐财经,"技术,分析,保利地产,是否,值得,更加,持有","保利地产,2019,年,营业,收入,2359.34,亿元,同比增加,21.29%,净利润,36.08,亿元,同比增加,7.90%,归母,净利润,23.79,亿元,同比增加,2.55%,毛利率,39.78%,同比,减少,0.03%"
