,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite,splitTile,splitSummary
0,81482608,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-01 06:14:31,2021-01-01 06:14:42,0.0826895236969,0.915591061115,2,0.956935822964,0,0.130456125736,2021-01-01 06:14:42,科大讯飞关联公司公开“用户意图预测”相关专利,据天眼查App显示，近日，科大讯飞股份有限公司公开一项“一种用户意图预测方法、信息推荐方法及相关设备”的专利。,,,集微网,"科大讯飞,关联,公司,公开,用户,意图,预测,相关,专利","天眼,查,App,显示,近日,科大讯飞,股份,有限公司,公开,一项,一种,用户,意图,预测,方法,信息,推荐,方法,相关,设备,专利"
1,81494938,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-01 18:29:41,2021-01-01 18:30:54,0.999330401421,0.000389601540519,1,0.500054802251,0,0.135620769858,2021-01-01 18:30:57,优学天下带着学习机冲刺上市，智能教育硬件有多烧钱？,上世纪九十年代，“小霸王”打着学习机的名号走进千家万户。从上文科大讯飞的研发投入和毛利率，可以窥见其竞争力之强。“电子+”时代全面展开的今天，稍稍技术落后就要挨打。,,,格隆汇,"优学,天下,带,学习机,冲刺,上市,智能,教育,硬件,烧钱","上,世纪,九十年代,小霸王,打着,学习机,名号,走进,千家万户,上文,科大讯飞,研发,投入,毛利率,窥见,竞争力,之强,电子,时代,全面,展开,今天,稍稍,技术落后,就要,挨打"
2,81498767,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-02 05:59:32,2021-01-02 05:59:34,0.124166853726,0.875706851482,2,0.937790278345,0,0.139110323787,2021-01-02 05:59:34,科大讯飞公开“用户意图预测”相关专利,据天眼查APP显示，近日，科大讯飞股份有限公司公开一项“一种用户意图预测方法、信息推荐方法及相关设备”的专利。专利摘要显示，本申请提供的用户意图预测方法可基于用户的输入数据预测出用户的具体意图。,,,集微网,"科大讯飞,公开,用户,意图,预测,相关,专利","天眼,查,APP,显示,近日,科大讯飞,股份,有限公司,公开,一项,一种,用户,意图,预测,方法,信息,推荐,方法,相关,设备,专利,专利,摘要,显示,申请,提供,用户,意图,预测,方法,基于,用户,输入,数据,预测出,用户,具体,意图"
3,81499116,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-02 07:11:24,2021-01-02 07:11:26,0.70406883955,0.12365283072,1,0.475687250495,1,0.571274644136,2021-01-02 07:11:28,【解密】专利解密宁德时代锂离子电池；科大讯飞公开“用户意图预测”相关专利；苹果VR手势识别手套专利曝光,宁德时代发明的锂离子电池包，通过对于正负极材料的创新改进，使得这种锂离子电池在低温，尤其是在低温低SOC下的功率、工作能量效率、低温容量和能量保持率等关键性能得到显著的提高。,,,集微网,"解密,专利,解密,宁德时代,锂离子,电池,科大讯飞,公开,用户,意图,预测,相关,专利,苹果,VR,手势,识别,手套,专利,曝光","宁德时代,发明,锂离子,电池,包,正负极,材料,创新,改进,这种,锂离子,电池,低温,尤其,低温,低,SOC,下,功率,工作,能量,效率,低温,容量,能量,保持,率,关键,性能,得到,显著,提高"
4,81510188,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-03 01:32:26,2021-01-03 01:32:29,0.118769742548,0.878344833851,2,0.937729705125,1,0.853363101184,2021-01-03 01:32:31,深度解析：科大讯飞，这家公司值得长期持有吗？,日线图，目前股价属于一个黄金坑走势，60/120日线金叉，长期趋势均线已经排列完好，MACD线两次上穿，上涨概率极大。公司的资产负债率资产负债率，2017年以前的负债率在20%左右，那时候公司是一个小而美的高科技成长公司。,,缺氧的鱼,搜狐财经,"深度,解析,科大讯飞,这家,公司,值得,长期,持有","日线图,目前,股价,属于,黄金,坑,走势,60,120,日线,金叉,长期趋势,均线,已经,排列,完好,MACD,线,两次,上,穿,上涨,概率,极大,公司,资产负债率,资产负债率,2017,年,以前,负债率,20%,左右,公司,小而,美的,高科技,成长,公司"
5,81513080,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-03 10:20:42,2021-01-03 10:20:45,0.999076247215,0.000698669522535,1,0.50023679313,1,0.627098935843,2021-01-03 10:20:47,十张图了解2020年中国智能音箱行业市场规模与发展前景分析 行业发展潜力巨大,2015年京东联合科大讯飞推出叮咚智能音箱，是我国智能音箱产业的先行者，而到了2017年，中国的智能音箱市场彻底进入“百箱大战”阶段。,前瞻产业研究院,朱茜,东方财富网,"十张,图,了解,2020,年,中国,智能,音箱,行业,市场,规模,发展前景,分析,行业,发展潜力,巨大","2015,年,京东,联合,科大讯飞,推出,智能,音箱,我国,智能,音箱,产业,先行者,2017,年,中国,智能,音箱,市场,彻底,进入,百箱,大战,阶段"
6,81522255,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-03 19:47:29,2021-01-03 19:47:44,0.321589916945,0.674605309963,2,0.835400268435,0,0.104432754219,2021-01-03 19:47:46,胡郁：助力中国人工智能顶天立地,要说做科研，1997年以来，胡郁一直从事智能语音及人工智能核心技术研究工作。企业家能够看到市场上的需求，洞察商业规律。科大讯飞的发展理念叫“顶天立地”。,科技日报,,东方财富网,"胡郁,助力,中国,人工智能,顶天立地","要说,做,科研,1997,年,以来,胡郁,从事,智能,语音,人工智能,核心技术,研究,工作,企业家,能够,看到,市场,上,需求,洞察,商业,规律,科大讯飞,发展,理念,顶天立地"
7,81532861,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-04 08:06:09,2021-01-04 08:06:10,0.0195438470691,0.977786004543,2,0.987557928078,1,0.988360568136,2021-01-04 08:06:14,【沪深股通】科大讯飞12月31日获外资买入0.79%股份,科大讯飞获外资买入1608.92万股，占流通盘0.79%，上榜陆股通日增仓前十。科大讯飞最近5个交易日上涨4.88%，陆股通累计净买入1619.17万股，占流通盘0.80%，区间平均买入价38.10元。,同花顺金融研究中心,,同花顺,"沪,深,股通,科大讯飞,12,月,31,日获,外资,买入,0.79%,股份","科大讯飞,获,外资,买入,1608.92,万股,占,流通盘,0.79%,上榜,陆股通,日增,仓前,十,科大讯飞,最近,5,交易日,上涨,4.88%,陆股通,累计,净,买入,1619.17,万股,占,流通盘,0.80%,区间,平均,买入价,38.10,元"
8,81535949,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-04 09:00:19,2021-01-04 09:01:39,0.218112438917,0.746237158775,2,0.855293378234,0,0.0528175413609,2021-01-04 09:01:43,科大讯飞：连续3日融资净偿还累计1.72亿元（12-31）,2020年12月31日科大讯飞连续3日融资净偿还累计1.72亿元,东方财富Choice数据,财智星,东方财富网,"科大讯飞,连续,3,日,融资,净,偿还,累计,1.72,亿元,12,31","2020,年,12,月,31,日,科大讯飞,连续,3,日,融资,净,偿还,累计,1.72,亿元"
9,81546437,002230.XSHE,A,E,2230,科大讯飞,XSHE,29262,2021-01-04 10:32:12,2021-01-04 10:32:13,0.999383807182,0.000539141474292,1,0.500231045065,1,0.554867076874,2021-01-04 10:32:20,2020年中国智能音箱行业市场规模与发展前景分析,2015年京东联合科大讯飞推出叮咚智能音箱，是我国智能音箱产业的先行者，而到了2017年，中国的智能音箱市场彻底进入“百箱大战”阶段。,前瞻网,,OFweek,"2020,年,中国,智能,音箱,行业,市场,规模,发展前景,分析","2015,年,京东,联合,科大讯飞,推出,智能,音箱,我国,智能,音箱,产业,先行者,2017,年,中国,智能,音箱,市场,彻底,进入,百箱,大战,阶段"
