,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite,splitTile,splitSummary
0,81486540,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-01 08:40:25,2021-01-01 08:40:27,0.000148464838276,0.999838113785,2,0.999912346204,1,0.945551392436,2021-01-01 08:40:29,美的集团做整合强者资产8年增2600亿 7年累盈超千亿连续五年稳坐世界500强,持续谋变的美的集团已经成为一家全球科技集团，连续五年跻身世界500强。长江商报记者发现，2013年以来，美的集团实现的净利润累计达1269.55亿元，剔除2020年前三季度的净利润，近七年，其净利润累计数达1049.37亿元。,长江商报,,新浪财经,"美的集团,做,整合,强者,资产,8,年增,2600,亿,7,年,累盈超,千亿,连续,五年,稳坐,世界,500,强","持续,谋变,美的集团,已经,成为,一家,全球,科技,集团,连续,五年,跻身,世界,500,强,长江,商报,记者,发现,2013,年,以来,美的集团,实现,净利润,累计,达,1269.55,亿元,剔除,2020,年前,三季度,净利润,近,七年,净利润,累计数,达,1049.37,亿元"
1,81489172,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-01 11:15:00,2021-01-01 11:15:02,0.987184345722,0.0126678720117,1,0.506260044873,0,0.0365620225668,2021-01-01 11:15:08,新“带货女皇”出现，13场直播销售470亿，曹德旺夸她“太美了”,事实上，美的电器的成绩跟产品和品牌并没有太大关系，主要是因为美的集团重视渠道的开发，因此才会在各大主流平台中处于领先地位。,,纵横财社,搜狐财经,"新,带货,女皇,出现,13,场,直播,销售,470,亿,曹德旺,夸,太美","事实上,美的电器,成绩,产品,品牌,没有,太,大,关系,主要,是因为,美的集团,重视,渠道,开发,才,会,各大,主流,平台,中,处于,领先地位"
2,81495947,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-01 20:04:29,2021-01-01 20:04:48,4.00077515224e-05,0.999959826469,2,0.999979830345,1,0.603607006371,2021-01-01 20:04:51,技术分析：美的集团和格力电器：A股家电巨头的对比分析！,家电巨头的对比分析美的集团和格力电器：家电巨头的对比分析11、通过净利润判断公司的经营成果及含金量美的：净利润同比增长异常稳定，净利润现金含量超高，公司未来发展的确定性较高。,,雨汐情感录,搜狐财经,"技术,分析,美的集团,格力电器,A股,家电,巨头,对比,分析","家电,巨头,对比,分析,美的集团,格力电器,家电,巨头,对比,分析,11,净利润,判断,公司,经营,成果,含金量,美的,净利润,同比,增长,异常,稳定,净利润,现金,含量,超高,公司,未来,发展,确定性,高"
3,81538923,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-03 00:00:00,2021-01-04 09:25:19,0.0518897287548,0.935015559196,2,0.960960423574,0,-0.0249362766743,2021-01-04 09:25:22,美的集团(000333)：不一样的美的 年轻、科技、全球化,美的发布新战略“科技领先、用户直达、数智驱动、全球突破”。相比于原先的“全球运营”，“全球突破”暖通楼宇主要包括商用中央空调业务以及智慧楼宇相关的衍生业务，是国际成熟的多元化战略。,中国国际金融股份有限公司,何伟,新浪财经,"美的集团,000333,不,美的,年轻,科技,全球化","美的,发布,新,战略,科技,领先,用户,直达,数智,驱动,全球,突破,相比,原先,全球,运营,全球,突破,暖通,楼宇,主要,包括,商用,中央空调,业务,智慧,楼宇,相关,衍生,业务,国际,成熟,多元化,战略"
4,81525779,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-03 23:02:57,2021-01-03 23:02:59,0.275341928005,0.710179269314,2,0.847850233316,1,0.897358608246,2021-01-03 23:03:14,美的集团：闭着眼睛买入和持有，超级白马股，想象空间依然巨大！,“美的的机器人及自动化系统贡献营收256.78亿，毛利率22.85%，为公司全年贡献8.45%的利润。”,,美食多常做,搜狐财经,"美的集团,闭着,眼睛,买入,持有,超级,白马股,想象,空间,依然,巨大","美的,机器人,自动化,系统,贡献,营收,256.78,亿,毛利率,22.85%,公司,全年,贡献,8.45%,利润"
5,81536248,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-04 09:03:07,2021-01-04 09:03:15,0.0494487248361,0.719294607639,2,0.744018970057,0,0.0528392881155,2021-01-04 09:03:16,美的集团：连续3日融资净偿还累计1.68亿元（12-31）,2020年12月31日美的集团连续3日融资净偿还累计1.68亿元,东方财富Choice数据,财智星,东方财富网,"美的集团,连续,3,日,融资,净,偿还,累计,1.68,亿元,12,31","2020,年,12,月,31,日,美的集团,连续,3,日,融资,净,偿还,累计,1.68,亿元"
6,81544524,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-04 10:12:42,2021-01-04 10:12:43,0.00186493259389,0.997133851051,2,0.998066317348,1,0.812097713351,2021-01-04 10:12:43,美的集团美的集团突破100元 股价创历史新高,2021年01月04日早盘09时56分，美的集团出现异动，股价大幅拉升3.01%，创历史新高。过去一年内该股还未有涨停，没有跌停。,自选股智能写手,,腾讯网,"美的集团,美的集团,突破,100,元,股价,创,历史,新高","2021,年,01,月,04,日,早盘,09,时,56,分,美的集团,出现,异动,股价,大幅,拉升,3.01%,创,历史,新高,过去,一年,内该,股,还,未有,涨停,没有,跌停"
7,81544525,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-04 10:12:42,2021-01-04 10:12:43,0.00174396624789,0.998193204403,2,0.999065187527,1,0.648975491524,2021-01-04 10:12:43,美的集团股价突破100元关口,美的集团股价突破100元关口，创历史新高，日内涨幅逾2%。,第一财经,,腾讯网,"美的集团,股价,突破,100,元,关口","美的集团,股价,突破,100,元,关口,创,历史,新高,日内,涨幅,逾,2%"
8,81554654,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-04 12:06:39,2021-01-04 12:07:46,0.449015796185,0.516556620598,2,0.74106451869,1,0.847139988467,2021-01-04 12:07:46,【SMM简评】美的集团盘中突破100元 计划进军电梯业务,今日早间，美的集团股价盘中突破100元，再创新高，市值已超7000亿元。据公开资料显示，菱王电梯成立于2002年，与美的集团同为佛山企业。,SMM,,上海有色网,"SMM,简评,美的集团,盘中,突破,100,元,计划,进军,电梯,业务","今日,早间,美的集团,股价,盘中,突破,100,元,再创新高,市值,已超,7000,亿元,公开,资料,显示,菱王,电梯,成立,2002,年,美的集团,佛山,企业"
9,81559364,000333.XSHE,A,E,333,美的集团,XSHE,3522,2021-01-04 13:50:15,2021-01-04 13:50:56,0.00558535475284,0.993781864643,2,0.99657454202,1,0.819800412655,2021-01-04 13:50:57,美的集团股价首次突破百元 市值过七千亿,业绩预期和全新业务框架刺激美的股价攀升，而部分员工激励股权进入解禁期则是一个制衡因素。美的集团1月4日上午约10点左右股价首次突破百元至101.95元/股，截至12点股价有所回调，总市值仍突破了7000亿元。,第一财经,,第一财经,"美的集团,股价,首次,突破,百元,市值,七千,亿","业绩,预期,全新,业务,框架,刺激,美的,股价,攀升,部分,员工,激励,股权,进入,解禁,期则,制衡,因素,美的集团,1,月,4,日,上午,约,10,点,左右,股价,首次,突破,百元,101.95,元,股,截至,12,点,股价,有所,回调,总,市值,仍,突破,7000,亿元"
