,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite
0,81484060,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-01 07:44:35,2021-01-01 07:45:16,0.0349048487842,0.712692737579,2,0.730145161971,1,0.841549704224,2021-01-01 07:45:21,大参林：连续3日融资净买入累计1262.36万元（12-31）,2020年12月31日大参林连续3日融资净买入累计1262.36万元,东方财富Choice数据,财智星,东方财富网
1,81514105,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-03 11:36:59,2021-01-03 11:37:01,0.999952435493,1.16303490358e-05,1,0.499987848096,0,0.147011516243,2021-01-03 11:37:04,【银河新年之声】新消费，新价值,在疫情及后疫情消费时代，强劲增长的海外需求与稳定的国内环境，进一步放大消费品行业结构性增长的分化格局。制造业PMI还是非制造业商务活动指数，11月创出年内新高，我国经济运行稳步恢复的态势得到巩固和提升。,新浪财经-自媒体综合,,新浪财经
2,81524683,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-03 21:44:22,2021-01-03 21:44:33,0.0253372974694,0.972632169724,2,0.985300818458,0,0.0163336455822,2021-01-03 21:44:34,益丰药房、大参林、老百姓对比更新后，我认为这家更具爆发力,从负债率来看，老百姓由于扩张最猛因此负债率较高，有57.18%，而益丰药房超过了53%，大参林则负债率较低，只48%。根据一致性预测，预计2020年益丰药房的估值为67.1倍，大参林51.2倍，老百姓41倍，因此大参林和老百姓更具性价比。,,观山,搜狐财经
3,81549711,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 11:04:56,2021-01-04 11:05:01,0.999951243401,8.40366101329e-06,1,0.499984025361,0,0.158741945028,2021-01-04 11:05:06,集采常态化下，医药行业哪些细分领域具有“避风港”属性？,】集中带量采购为医药行业近年来降药价的重要举措之一，2020年随着第三批集采的展开，意味着带量采购形成常态化。随着集采常态化，医药行业受政策影响较小，具有“避风港”属性的细分行业正受到业内的关注。,制药网,,中国制药网
4,81562077,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 14:31:29,2021-01-04 14:31:30,0.966699898243,0.00265969987959,1,0.486009649001,0,0.16983320713,2021-01-04 14:31:34,中泰证券--医药生物行业：疫情反复，2021年医药板块如何演绎？【行业研究】,疫情或将持续影响医药板块，部分今年受益疫情的子板块明年仍有希望有不错表现，如疫苗板块的新冠产品兑现。,中泰证券,,金融界
5,81563593,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 14:54:38,2021-01-04 14:54:39,0.933396399021,0.00448941858485,1,0.471187618095,1,0.632780197263,2021-01-04 14:54:42,中泰证券--医药生物行业：疫情反复 2021年医药板块如何演绎,疫情或将持续影响医药板块，部分今年受益疫情的子板块明年仍有希望有不错表现，如疫苗板块的新冠产品兑现。,金融界,,同花顺
6,81564463,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 15:07:59,2021-01-04 15:08:05,0.999329447746,0.00020729622338,1,0.499872020097,0,0.140102405846,2021-01-04 15:08:34,医药生物行业2021年度投资策略：长期的力量 医药正青春,医药制造业工业增加值累计同比逐步回升。从2020 年前三季度医药上市公司业绩来看，疫情稳定复工复产后医药行业整体业绩增长速度收正，归母净利润增速大幅提升，这与公司规模效应、精细管理，降低费用、提质增效不无关系。,,,新浪财经
7,81567362,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 15:44:35,2021-01-04 15:44:36,0.946244478226,0.0124937565997,1,0.485615995713,1,0.627896867692,2021-01-04 15:44:42,中泰证券--医药生物行业：疫情反复 2021年医药板块如何演绎,疫情或将持续影响医药板块，部分今年受益疫情的子板块明年仍有希望有不错表现，如疫苗板块的新冠产品兑现。,同花顺,,新浪财经
8,81574742,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-04 17:12:48,2021-01-04 17:12:51,0.9999563694,6.16575607637e-06,1,0.499984350456,1,0.601698254049,2021-01-04 17:12:58,医药生物行业周报：疫情反复 2021年医药板块如何演绎？,2020 年收官，医药板块行情波澜壮阔。国药集团中国生物分别在北京和武汉新冠灭活疫苗高等级生物安全生产车间已投入规模化生产，其中北京生产基地设计年产能为1.2 亿剂，目前正在扩建，预计2021 年产能有望达到10 亿剂。,中泰证券股份有限公司,祝嘉琦/崔少煜,新浪财经
9,81629438,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-05 12:30:13,2021-01-05 12:30:14,0.828839302063,0.076508924365,1,0.490928575397,1,0.623608419299,2021-01-05 12:30:15,太平洋--医药行业周报：拥抱创新，坚守价值，进一步聚焦结构性机会【行业研究】,全年行情回顾：创新驱动和自费属性子版块极具投资价值2020年三季度以来子行业估值差收敛，上半年拔估值的子版块中，生物医药和医疗服务PE分别为68X和97X，回归十年历史估值的中枢区间。,太平洋,,金融界
10,81631984,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-05 13:28:02,2021-01-05 13:28:04,0.220868244767,0.774380147457,2,0.884814269841,1,0.590151566267,2021-01-05 13:28:05,医药零售蓬勃发展下，连锁药店业绩均创新高,受益于稳定的经济环境以及院外市场的高速发展，医药零售行业实现了持续高增长，诸多连锁药店业绩，相较于前一年同期均创新高。实现归母净利润4.87亿元，同比增长23.6%。净利润约5.90亿元，同比增长41.16%。,制药网,,中国制药网
11,81637041,603233.XSHG,A,E,603233,大参林,XSHG,12452,2021-01-05 14:50:14,2021-01-05 14:50:16,0.989895582199,0.00795624498278,1,0.502904036082,1,0.71845472455,2021-01-05 14:50:23,医药周报：拥抱创新 坚守价值 进一步聚焦结构性机会,全年行情回顾：创新驱动和自费属性子版块极具投资价值2020 年三季度以来子行业估值差收敛，上半年拔估值的子版块中，生物医药和医疗服务PE 分别为68X 和97X，回归十年历史估值的中枢区间。,太平洋证券股份有限公司,盛丽华/谭紫媚,新浪财经
