,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite
0,81998081,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-03 18:20:48,2021-01-12 07:02:17,0.242033109069,0.66465562582,2,0.785672180355,0,0.0423788875341,2021-01-12 07:02:32,新股申购结果：传智教育公布中签率,新股申购结果：传智教育公布中签率,中财网,,腾讯网
1,81998051,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-03 19:43:42,2021-01-12 07:02:15,0.0777535140514,0.916332483292,2,0.955209240317,0,0.00259650349617,2021-01-12 07:02:18,传智教育(003032.SZ)回拨后网上定价发行中签率为0.029%,传智教育发布公告，回拨后，网下最终发行数量为402.4250万股，约占本次发行总量的10%。回拨后本次网上定价发行的中签率为0.0293555645%，申购倍数为3，406.50919倍。,智通财经,,腾讯网
2,81522374,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-03 19:51:42,2021-01-03 19:51:43,0.0777535140514,0.916332483292,2,0.955209240317,0,0.00259650349617,2021-01-03 19:51:45,传智教育(003032.SZ)回拨后网上定价发行中签率为0.029%,传智教育发布公告，回拨后，网下最终发行数量为402.4250万股，约占本次发行总量的10%。回拨后本次网上定价发行的中签率为0.0293555645%，申购倍数为3，406.50919倍。,智通财经网,,金融界
3,81522405,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-03 19:53:08,2021-01-03 19:53:09,0.0777535140514,0.916332483292,2,0.955209240317,0,0.00259650349617,2021-01-03 19:53:09,传智教育(003032.SZ)回拨后网上定价发行中签率为0.029%,传智教育发布公告，回拨后，网下最终发行数量为402.4250万股，约占本次发行总量的10%。回拨后本次网上定价发行的中签率为0.0293555645%，申购倍数为3，406.50919倍。,智通财经,,和讯网
4,81527565,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 02:31:58,2021-01-04 02:32:00,0.147894963622,0.820023536682,2,0.893971018493,0,0.0821358680725,2021-01-04 02:32:19,江苏传智播客教育科技股份有限公司首次公开发行股票网上申购情况及中签率公告,江苏传智播客教育科技股份有限公司首次公开发行不超过4，024.4750万股人民币普通股的申请已获中国证券监督管理委员会证监许可[2020]3509号文核准。,,,证券时报网
5,81530250,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 06:44:08,2021-01-04 06:44:09,0.11250475049,0.88441580534,2,0.940668180585,0,0.143738350272,2021-01-04 06:44:13,江苏传智播客教育科技股份有限公司首次公开发行股票网上申购情况及中签率公告,江苏传智播客教育科技股份有限公司首次公开发行不超过4，024.4750万股人民币普通股的申请已获中国证券监督管理委员会证监许可[2020]3509号文核准。,,中国证券报,搜狐财经
6,81533425,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 08:13:41,2021-01-04 08:13:45,0.0448214039207,0.953049063683,2,0.975459765643,0,0.00291216671467,2021-01-04 08:13:51,传智教育网上发行最终中签率为0.0294%,据交易所公告，传智教育公布网上申购情况及中签率，本次网上发行有效申购户数为16，042，061户，有效申购股数为123，385，466，000股。网上最终发行数量为 3，622.0500万股，约占本次发行总量90%。,,上海证券报,搜狐财经
7,81556861,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 13:04:21,2021-01-04 13:04:22,0.728573143482,0.0257062055171,1,0.389992777258,1,0.62160256505,2021-01-04 13:04:23,石基信息盘中异动 股价拉升5.11%,2021年01月04日下午盘13时02分，石基信息出现异动，股价大幅拉升5.11%。过去一年内该股有3次涨停，涨停后第二交易日涨1次，跌2次，涨占比33.33%，跌占比66.67%。,自选股智能写手,,腾讯网
8,81557463,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 13:14:31,2021-01-04 13:14:32,0.959880173206,0.00762965762988,1,0.487569744233,1,0.593738824129,2021-01-04 13:14:33,用友网络盘中异动 股价拉升5.04%,2021年01月04日下午盘13时06分，用友网络出现异动，股价大幅拉升5.04%。最新的三季报显示，该股于2020年9月30日实现稀释每股收益-0.01元，营业利润-992.12万元，基本每股收益-0.01元。,自选股智能写手,,腾讯网
9,81558030,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 13:26:06,2021-01-04 13:26:07,0.976245701313,0.0130402715877,1,0.501163122244,1,0.600454622507,2021-01-04 13:26:08,太极股份盘中异动 下午盘大涨5.13%,2021年01月04日下午盘13时01分，太极股份出现异动，股价大幅拉升5.13%。过去一年内该股有2次涨停，涨停后第二交易日涨2次，跌0次，涨占比100%。,自选股智能写手,,腾讯网
10,81559662,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 13:54:07,2021-01-04 13:54:10,0.971931993961,0.0215392354876,1,0.507505232468,1,0.593797165155,2021-01-04 13:54:11,中国软件股价大涨5.00% 股价创2月新高,2021年01月04日下午盘13时31分，中国软件出现异动，股价大幅拉升5.00%，创2月新高。最新的三季报显示，该股于2020年9月30日实现稀释每股收益-1.11元，营业利润-6.56亿元，基本每股收益-1.11元。,自选股智能写手,,腾讯网
11,81559660,003032.XSHE,A,E,003032,传智教育,XSHE,799823,2021-01-04 13:54:08,2021-01-04 13:54:09,0.888984501362,0.0420996770263,1,0.486591927707,1,0.634377330542,2021-01-04 13:54:15,和仁科技盘中异动 股价拉升5.03%,2021年01月04日下午盘13时30分，和仁科技出现异动，股价大幅拉升5.03%。过去一年内该股有2次涨停，涨停后第二交易日涨1次，跌1次，涨占比50.00%，跌占比50.00%。,自选股智能写手,,腾讯网
