,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite
0,81527884,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 02:32:00,2021-01-04 02:32:19,0.651298224926,0.343533694744,1,0.669182807207,0,0.010045927763,2021-01-04 02:37:40,安徽长城军工股份有限公司关于２０２１年度预计为全资及控股子公司提供担保的公告,安徽长城军工股份有限公司所属全资及控股子公司：安徽神剑科技股份有限公司、安徽东风机电科技股份有限公司、安徽方圆机电股份有限公司、安徽红星机电科技股份有限公司、安徽金星预应力工程技术有限公司。,,,证券时报网
1,81528568,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 02:46:24,2021-01-04 02:46:25,0.963015139103,0.0352026931942,1,0.516710262746,0,0.0279416060075,2021-01-04 02:50:04,安徽长城军工股份有限公司 关于2021年度预计为全资及控股子公司 提供担保的公告,安徽长城军工股份有限公司所属全资及控股子公司：安徽神剑科技股份有限公司、安徽东风机电科技股份有限公司、安徽方圆机电股份有限公司、安徽红星机电科技股份有限公司、安徽金星预应力工程技术有限公司。,证券日报,,新浪财经
2,81530745,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 07:03:27,2021-01-04 07:03:29,0.638952732086,0.357995092869,1,0.677471458912,0,0.010045927763,2021-01-04 07:03:41,安徽长城军工股份有限公司关于2021年度预计为全资及控股子公司提供担保的公告,安徽长城军工股份有限公司所属全资及控股子公司：安徽神剑科技股份有限公司、安徽东风机电科技股份有限公司、安徽方圆机电股份有限公司、安徽红星机电科技股份有限公司、安徽金星预应力工程技术有限公司。,,中国证券报,搜狐财经
3,81562937,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-04 14:45:02,2021-01-04 14:45:03,0.971554875374,0.0271248929203,1,0.512902330607,1,0.760446596146,2021-01-04 14:45:04,长城军工盘中异动 大幅拉升5.01%,2021年01月04日下午盘14时22分，长城军工出现异动，股价大幅拉升5.01%。最新的三季报显示，该股于2020年9月30日实现稀释每股收益0.00元，营业利润478.43万元，基本每股收益0.00元。,自选股智能写手,,腾讯网
4,81604653,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-05 07:46:59,2021-01-05 07:47:07,0.0782140865922,0.514430165291,2,0.553537208587,1,0.695094885677,2021-01-05 07:47:09,长城军工：融资净买入446.56万元，融资余额2.23亿元（01-04）,2021年1月4日长城军工融资净买入446.56万元，融资余额2.23亿元,东方财富Choice数据,财智星,东方财富网
5,81606516,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-05 08:05:08,2021-01-05 08:05:20,2.61864624918e-06,0.999996900558,2,0.999998209882,0,-0.00302562117577,2021-01-05 08:05:21,长城军工(601606)融资融券信息(01-04),长城军工(601606)融资融券信息(01-04),东方财富Choice数据,,东方财富网
6,81675288,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 07:46:59,2021-01-06 07:47:05,0.024614777416,0.77751994133,2,0.789827330038,1,0.837671773136,2021-01-06 07:47:06,长城军工：连续3日融资净买入累计1158.49万元（01-05）,2021年1月5日长城军工连续3日融资净买入累计1158.49万元,东方财富Choice数据,财智星,东方财富网
7,81678443,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 08:14:38,2021-01-06 08:14:58,0.000550240045413,0.999134004116,2,0.999409124139,1,0.58445725143,2021-01-06 08:15:01,长城军工：1月5日融资净买入547.50万元 环比增加22.61%,1月5日融资买入2832.56万元，融资偿还2285.06万元，融资净买入547.50万元，当前融资余额为2.28亿元。长城军工1月5日融资融券余额较昨日增加567.35万元至2.29亿元。,同花顺金融研究中心,,同花顺
8,81714356,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 16:11:03,2021-01-06 16:11:06,0.0626693665981,0.937221109867,2,0.968555793166,-1,-0.973922681063,2021-01-06 16:11:07,长城军工(601606.SH)：湖南高新创投减持579.59万股 当前持股比例低于5%,公司收到股东湖南高新创投递交的《安徽长城军工股份有限公司简式权益变动报告书》及《股东权益变动告知函》。,格隆汇,,腾讯网
9,81714975,601606.XSHG,A,E,601606,长城军工,XSHG,79910,2021-01-06 16:19:15,2021-01-06 16:19:16,0.0554934293032,0.94443154335,2,0.972178258002,-1,-0.978188275546,2021-01-06 16:20:13,长城军工(601606.SH)：湖南高新创投减持579.59万股 当前持股比例低于5%,公司收到股东湖南高新创投递交的《安徽长城军工股份有限公司简式权益变动报告书》及《股东权益变动告知函》。,格隆汇,,和讯网
