,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite
0,81487811,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-01 09:51:36,2021-01-01 09:51:40,0.92592048645,0.0275412667543,1,0.490501509979,0,0.0315054118633,2021-01-01 09:51:58,技术分析：中国中免——免税龙头的鎏金时代！后市如何？,离岛免税渠道的净利率水平为最高档，主要是由于离岛免税店的中间成本主要为物业折旧，相对较低，而机场则有租金费等等。财务概览和估值Q3公司毛利率为38.9%，同比下滑12.5pct，主要系为打折促销及精品销售占比的提升所致。,,白云科技论,搜狐财经
1,81494782,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-01 18:15:50,2021-01-01 18:15:51,0.0201208498329,0.979279279709,2,0.989339704625,0,0.0529114022851,2021-01-01 18:18:07,上海浦东机场口岸2020年出入境货机数超7.2万架次 创历史新高,刚刚过去的2020年，浦东机场口岸出入境货机数量达72381架次，同比增长逾110%，创下历史新高。随着国内疫情防控进入常态化阶段，浦东机场口岸出入境货机数量猛增，日均出入境货机逾300架次，同比增长近3倍。,中国新闻网,,和讯网
2,81496111,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-01 20:23:30,2021-01-01 20:23:34,0.80100107193,0.187721073627,1,0.588221609592,0,0.074371317029,2021-01-01 20:23:36,中国中免——技术分析，后市如何？,旅游业对GDP的综合贡献为 10.94 万亿元，占GDP总量11.05%。免税零售行业属于垄断性质且受电商冲击较低，主营利润率和营业利润率都在两位数以上，公司盈利能力和利润质量都较高。,,雨汐情感录,搜狐财经
3,81509074,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-02 22:07:29,2021-01-02 22:07:38,0.847790777683,0.146849066019,1,0.570744454861,0,0.0759536743164,2021-01-02 22:07:39,2020年中国民航机场旅客吞吐量排名来啦,2020年我国各民航机场旅客吞吐量正陆续公布，我们估算了2020年各机场的旅客吞吐量数据，并做简要报告分析。2020年度旅客吞吐量排名，10大机场中上升最多的是重庆，从第9上升至第4。澎湖马公机场吞吐量256万人次，同比下降6%。,新浪财经-自媒体综合,,新浪财经
4,81513790,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-03 11:14:55,2021-01-03 11:14:57,0.999951481819,4.46419926448e-06,1,0.499980205109,0,0.148327258229,2021-01-03 11:15:02,免税赛道没有新故事,热衷于“买买买”的中国消费者们，近日再次刷新战绩，中免集团最新数据显示，仅海南四家免税店的总销售额就已突破300亿元。国内铁矿石因其自身产量较低，品位不足，只能大量进口铁矿石。,投中网,,新浪财经
5,81514131,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-03 11:40:17,2021-01-03 11:40:22,0.000479746784549,0.99951171875,2,0.999751592142,0,0.0860017836094,2021-01-03 11:40:29,从财务分析看上海机场的中长期价值,净利润率接近50%，这样的利润率让人瞬间对它的兴趣提升百倍，要知道2019年度茅台的净利润率为46.8%，就是说上海机场的净利润率比茅台还高！毛利率超过50%无法从利润表中直接看出来，需要通过了解业务构成进一步分析。,,桃桃小可爱,搜狐财经
6,81523180,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-03 20:29:42,2021-01-03 20:29:53,0.0112841529772,0.988552331924,2,0.994194408413,0,0.087195982039,2021-01-03 20:29:54,深度解析——上海机场,在与同行业所有上市公司的毛利率对比中，上海机场的毛利率是最高的，显示了公司强大的竞争力。净现比则是反映企业净利润中现金含量的指标，这个指标越高，意味着企业净利润的质量就越高，而不是一堆应收账款或者是存货。,,小港说情,搜狐财经
7,81524177,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-03 21:17:51,2021-01-03 21:17:53,0.066305398941,0.930094182491,2,0.963246881962,0,0.0631311714649,2021-01-03 21:18:37,简单聊聊：上海机场2021年的价格多少可以考虑？,航空业务收费标准基准价等的大部分内容基本由发改委和民航总局统一制定。因而国际旅客吞吐量占比提升将进一步提升公司的收入增长潜力。上海机场按照持股比例计算的投资收益约占上市公司归母净利润的20%。,,文心讲游戏,搜狐财经
8,81524689,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-03 21:44:22,2021-01-03 21:44:36,0.00663388706744,0.993250906467,2,0.996567850001,0,0.118390387297,2021-01-03 21:44:48,价值分析：上海机场，未来的潜力到底有多大？,航空业务收费标准基准价等的大部分内容基本由发改委和民航总局统一制定。因而国际旅客吞吐量占比提升将进一步提升公司的收入增长潜力。上海机场按照持股比例计算的投资收益约占上市公司归母净利润的20%。,,情感我来说,搜狐财经
9,81541095,600009.XSHG,A,E,600009,上海机场,XSHG,612,2021-01-04 09:44:10,2021-01-04 09:44:16,0.958140671253,0.000635995878838,1,0.479706331505,0,-0.00499406158924,2021-01-04 09:44:18,2021十大金股，好行业+好公司：立讯精密、顺丰控股、金龙鱼,当然，整个国防军工产业应该要走一波很长的行情了，实在把握不住就买国防军工的ETF吧。医药股一言难尽，建议大家抽空看看券商新财富分析师的研究报告。机械股配置一只，三一重工你看就知道了，目前浙江鼎力的位置很好。,,刺客看盘,搜狐财经
