,yyyymmxx,"螺纹钢（Φ16-25mm,HRB400）","线材（Φ6.5mm,HPB300）","普通中板（20mm,Q235）","热轧普通薄板（3mm,Q235）","无缝钢管（219*6,20#）",角钢（5#）,电解铜（1#）,铝锭（A00）,铅锭（1#）,锌锭（0#）,硫酸（98%）,烧碱(液碱，32%),甲醇（优等品）,纯苯（石油苯，工业级）,苯乙烯（一级品）,聚乙烯（LLDPE，7042）,聚丙烯（T30S）,聚氯乙烯（SG5）,顺丁胶（BR9000）,涤纶长丝（FDY150D/96F）,液化天然气（LNG）,液化石油气（LPG）,汽油（97#）,汽油（93#）,柴油（0#）,石蜡（58#半）,无烟煤（2号洗中块）,普通混煤（4500大卡）,山西大混（5000大卡）,山西优混（5500大卡）,大同混煤（5800大卡）,焦煤（1/3焦煤）,焦炭（二级冶金焦）,复合硅酸盐水泥（P.C 32.5袋装）,普通硅酸盐水泥（P.O 42.5散装）,浮法平板玻璃（4.8/5mm）,稻米（粳稻米）,小麦（国标三等）,玉米（黄玉米二等）,棉花（皮棉，白棉三级）,生猪（外三元）,大豆（黄豆）,豆粕（粗蛋白含量≥43%）,花生（油料花生米）,尿素（小颗料）,复合肥（硫酸钾复合肥）,农药(草甘膦，95%原药）,纸浆（漂白化学浆）,瓦楞纸（高强）,"螺纹钢（Φ16-25mm,HRB400）_m2m_GR","线材（Φ6.5mm,HPB300）_m2m_GR","普通中板（20mm,Q235）_m2m_GR","热轧普通薄板（3mm,Q235）_m2m_GR","无缝钢管（219*6,20#）_m2m_GR",角钢（5#）_m2m_GR,电解铜（1#）_m2m_GR,铝锭（A00）_m2m_GR,铅锭（1#）_m2m_GR,锌锭（0#）_m2m_GR,硫酸（98%）_m2m_GR,烧碱(液碱，32%)_m2m_GR,甲醇（优等品）_m2m_GR,纯苯（石油苯，工业级）_m2m_GR,苯乙烯（一级品）_m2m_GR,聚乙烯（LLDPE，7042）_m2m_GR,聚丙烯（T30S）_m2m_GR,聚氯乙烯（SG5）_m2m_GR,顺丁胶（BR9000）_m2m_GR,涤纶长丝（FDY150D/96F）_m2m_GR,液化天然气（LNG）_m2m_GR,液化石油气（LPG）_m2m_GR,汽油（97#）_m2m_GR,汽油（93#）_m2m_GR,柴油（0#）_m2m_GR,石蜡（58#半）_m2m_GR,无烟煤（2号洗中块）_m2m_GR,普通混煤（4500大卡）_m2m_GR,山西大混（5000大卡）_m2m_GR,山西优混（5500大卡）_m2m_GR,大同混煤（5800大卡）_m2m_GR,焦煤（1/3焦煤）_m2m_GR,焦炭（二级冶金焦）_m2m_GR,复合硅酸盐水泥（P.C 32.5袋装）_m2m_GR,普通硅酸盐水泥（P.O 42.5散装）_m2m_GR,浮法平板玻璃（4.8/5mm）_m2m_GR,稻米（粳稻米）_m2m_GR,小麦（国标三等）_m2m_GR,玉米（黄玉米二等）_m2m_GR,棉花（皮棉，白棉三级）_m2m_GR,生猪（外三元）_m2m_GR,大豆（黄豆）_m2m_GR,豆粕（粗蛋白含量≥43%）_m2m_GR,花生（油料花生米）_m2m_GR,尿素（小颗料）_m2m_GR,复合肥（硫酸钾复合肥）_m2m_GR,农药(草甘膦，95%原药）_m2m_GR,纸浆（漂白化学浆）_m2m_GR,瓦楞纸（高强）_m2m_GR,黑色金属GR,有色金属GR,化工产品GR,石油天然气GR,煤炭GR,非金属建材GR,农产品GR,农业生产资料GR,林产品GR,总增长率9,总增长率9_dif
0,20140902.0,2898.5,2946.9,3215.0,3248.6,3914.6,3237.0,49471.9,14419.7,13820.0,16496.4,365.7,570.8,2509.6,8792.9,10871.4,11220.7,11645.7,6063.6,13917.1,10096.4,4575.3,5948.8,9501.4,8470.6,7379.8,8450.0,937.5,377.1,420.0,480.0,525.0,700.0,921.0,287.1,307.9,1269.2,4273.3,2578.7,2542.7,16786.7,14.8,4814.5,3502.5,7361.9,1672.5,2864.0,28250.0,4513.9,2590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20140903.0,2817.0,2883.7,3135.0,3187.0,3859.0,3186.9,48649.0,14064.3,13680.7,16529.9,360.0,585.3,2541.4,8607.1,11075.0,11004.9,11334.2,6051.4,14060.0,9692.9,4519.6,6091.1,9450.0,8450.0,7346.2,8399.1,937.5,380.0,423.6,480.0,525.0,700.0,921.0,285.8,306.1,1274.4,4265.7,2575.0,2479.5,15979.3,14.4,4738.6,3487.1,7347.6,1679.2,2864.0,27992.9,4506.7,2590.0,-0.028117992064861135,-0.02144626556720631,-0.024883359253499222,-0.01896201440620572,-0.014203239155980154,-0.015477293790546775,-0.016633684980766887,-0.024646837312842947,-0.010079594790159137,0.0020307461021798695,-0.015586546349466745,0.02540294323756132,0.012671342046541354,-0.02113068498447603,0.018728038707066283,-0.019232311709608232,-0.026748070103128192,-0.002012006069002033,0.010267943752649592,-0.03996473990729369,-0.012174065088628028,0.023920790747713853,-0.005409729092554744,-0.002431941066748561,-0.004552968915146801,-0.006023668639053212,0.0,0.007690267833465864,0.008571428571428626,0.0,0.0,0.0,0.0,-0.004528039010797671,-0.005846053913608167,0.004097069019855062,-0.0017784850115836388,-0.0014348315042462553,-0.024855468596373862,-0.04809760107704322,-0.02702702702702705,-0.01576487693426101,-0.004396859386152774,-0.0019424333392193962,0.004005979073243675,0.0,-0.009100884955752161,-0.0015950729967433525,0.0,-0.020515027373049884,-0.012332342745397275,-0.005760409137915637,-0.0011119303424029154,0.0027102827341490814,-0.001569255976137694,-0.015662197859488403,-0.0016983019608361623,-0.0007975364983716762,-0.0063040799066056185,-0.0063040799066056185
2,20141001.0,2811.3,2890.1,3100.3,3164.1,3836.2,3168.6,48528.8,13882.7,13745.3,17000.0,353.3,591.8,2487.6,8433.3,11118.3,10973.2,11271.7,6046.7,14060.0,9250.0,4504.7,6115.5,9410.0,8440.3,7325.0,8270.4,937.5,380.0,425.0,480.0,525.0,700.0,921.0,290.7,311.8,1253.9,4249.2,2575.0,2389.8,14831.0,14.2,4663.3,3496.3,7688.9,1675.3,2864.0,27900.0,4505.0,2590.0,-0.0020234291799786364,0.002219370947047228,-0.011068580542264695,-0.007185440853467239,-0.005908266390256591,-0.005742257366092498,-0.002470759933400421,-0.012912125025774376,0.0047219806004077675,0.028439373498932146,-0.01861111111111108,0.01110541602596959,-0.021169434170142512,-0.02019263166455613,0.003909706546275329,-0.002880535034393671,-0.005514284201796333,-0.000776679776580596,0.0,-0.04569323938140284,-0.003296751924949231,0.00400584459293061,-0.004232804232804233,-0.0011479289940829263,-0.002885845743377504,-0.015323070328963904,0.0,0.0,0.0033050047214352625,0.0,0.0,0.0,0.0,0.017144856543037008,0.018621365566808195,-0.01608600125549278,-0.0038680638582178776,0.0,-0.036176648517846265,-0.07186172110167525,-0.013888888888888963,-0.01589076942556877,0.002638295431734184,0.046450541673471506,-0.0023225345402573196,0.0,-0.00331869867001995,-0.0003772161448509593,0.0,-0.004951433897502072,0.004444617285041279,-0.009982279276773824,-0.003813426105207865,0.0005508341202392105,0.004920055213588106,-0.011574656835873928,-0.0018804110700924232,-0.00018860807242547964,-0.002497256515445222,0.0038068233911603966
3,20141002.0,2878.0,2957.6,3094.1,3170.1,3814.4,3162.2,48265.7,13668.5,13681.7,16795.7,340.0,596.6,2455.3,8179.2,10683.3,10850.9,11004.2,6043.3,13800.0,8750.0,4525.3,5845.8,9320.8,8424.0,7290.6,8265.0,937.5,386.7,435.0,486.7,531.7,700.0,921.0,290.7,311.8,1235.6,4245.0,2575.7,2343.6,14719.0,14.1,4460.3,3521.3,7752.8,1675.0,2864.0,27337.5,4506.5,2590.0,0.02372567851172049,0.023355593232068095,-0.0019998064703416678,0.001896273821939888,-0.005682706845315606,-0.0020198194786341258,-0.005421522889500787,-0.015429275285067077,-0.004627036150538624,-0.012017647058823487,-0.03764506085479765,0.00811084825954726,-0.012984402637079806,-0.030130553875706956,-0.03912468632794582,-0.011145335909306409,-0.02373200138399709,-0.0005622901748060324,-0.01849217638691323,-0.05405405405405406,0.0045730015317336035,-0.04410105469708116,-0.009479277364505921,-0.0019312109759130924,-0.004696245733788346,-0.0006529309344166711,0.0,0.01763157894736839,0.023529411764705882,0.01395833333333331,0.01276190476190485,0.0,0.0,0.0,0.0,-0.014594465268362852,-0.0009884213499011152,0.0002718446601941041,-0.01933216168717059,-0.007551749713438069,-0.007042253521126736,-0.04353140479917655,0.007150416154220175,0.00831068163196303,-0.00017907240494237123,0.0,-0.020161290322580645,0.0003329633740288568,0.0,0.006545868795239512,-0.009373870345982494,-0.02197597133450598,-0.009381286362328597,0.01131353813455207,-0.003648616317090713,-0.007839131078054468,-0.006780120909174338,0.0001664816870144284,-0.004552567525592287,-0.0020553110101470652
4,20141003.0,2931.0,3007.8,3074.1,3153.8,3774.8,3148.8,48075.9,13667.6,13641.1,16813.7,333.9,602.3,2405.2,7863.9,10650.0,10818.8,10809.5,6026.1,13478.9,8777.8,4701.7,5600.6,9051.7,8288.1,7204.0,8150.3,940.8,394.4,437.2,494.4,536.7,700.0,921.0,298.7,315.0,1184.8,4235.4,2561.6,2296.5,14657.1,13.8,4448.8,3534.6,7738.9,1653.3,2864.0,26644.4,4511.5,2596.7,0.01841556636553162,0.01697322153097115,-0.006463915193432662,-0.005141793634270126,-0.01038171140939595,-0.004237556131806855,-0.003932399198602644,-6.58448256940876e-05,-0.0029674674930747174,0.001071702876331442,-0.0179411764705883,0.00955414012738842,-0.020404838512605532,-0.038549002347417864,-0.003117014405661104,-0.0029582799583445026,-0.017693244397593712,-0.00284612711597965,-0.023268115942029013,0.003177142857142774,0.03898084104921212,-0.04194464401792737,-0.028870912368036926,-0.01613247863247859,-0.011878309055496167,-0.013877797943133674,0.0035199999999999516,0.01991207654512539,0.00505747126436779,0.015820834189439057,0.009403799134850479,0.0,0.0,0.027519779841761266,0.010262989095574049,-0.04111362900615082,-0.002261484098940015,-0.005474240012423772,-0.020097286226318446,-0.004205448739724141,-0.021276595744680778,-0.0025783019079434117,0.003777014170902714,-0.0017929006294500754,-0.012955223880597042,0.0,-0.025353452217649695,0.0011095084877399313,0.0025868725868725168,0.0015273019212661955,-0.0014735021602600017,-0.01140465161656885,-0.012287216827976767,0.008952363522297111,-0.0008327150172038767,-0.006738655398572242,-0.01276955869941558,0.001848190537306224,-0.003686493748791976,0.0008660737768003113
5,20141101.0,2950.9,3016.7,3047.4,3132.9,3759.1,3135.4,48145.4,13796.8,13525.8,16944.0,326.7,604.3,2331.1,7508.3,9866.7,10951.3,10921.3,6001.9,13293.3,8650.0,4781.8,5111.9,8852.5,8089.9,7050.2,7898.3,941.4,401.7,446.7,505.0,546.7,700.0,921.0,300.7,316.8,1174.0,4228.6,2556.0,2263.5,14603.6,13.8,4460.4,3568.3,7786.1,1611.1,2864.0,26000.0,4503.3,2600.0,0.006789491641078161,0.0029589733359929636,-0.00868546891773196,-0.006626926247701215,-0.004159160750238495,-0.004255589430894337,0.001445630763022637,0.009453012964968166,-0.008452397533923297,0.007749632739967959,-0.021563342318059266,0.003320604349991699,-0.030808248794279028,-0.04521929322600739,-0.07354929577464782,0.01224719931970274,0.010342754058929577,-0.004015864323526116,-0.013769669631794906,-0.014559456811501661,0.017036391092583612,-0.0872585080169983,-0.022006915827966097,-0.023913804128811274,-0.021349250416435338,-0.030919107272124952,0.0006377551020408406,0.018509127789046682,0.021729185727355903,0.021440129449838235,0.01863238308179616,0.0,0.0,0.006695681285570807,0.005714285714285751,-0.009115462525320691,-0.001605515417669942,-0.002186133666458428,-0.014369693011103853,-0.0036501081387177543,0.0,0.002607444704189771,0.00953431788604093,0.006099058005659813,-0.025524708159438726,0.0,-0.024185194637522386,-0.0018175773024492559,0.001270843763238026,-0.0023297800615824805,0.0025489697335088664,-0.017757461315119218,-0.028068532428292062,0.013491430191679636,0.0008236261186339664,-0.0004463287047574326,-0.016569967598987035,-0.00027336676960561495,-0.005397934537169042,-0.0017114407883770662
6,20141102.0,2939.4,2999.7,3033.0,3126.3,3752.8,3129.9,48004.9,13657.4,13505.0,16980.8,336.9,600.8,2338.8,7212.5,9443.8,10882.7,10780.1,6017.5,12737.0,8687.5,4742.5,4998.1,8666.9,7947.3,6939.9,7890.0,944.2,405.0,450.0,511.3,550.0,700.0,922.5,300.3,318.5,1182.4,4227.9,2556.0,2263.1,14364.3,13.9,4461.8,3496.4,7968.8,1602.4,2864.0,24812.5,4484.6,2592.5,-0.003897116134060795,-0.005635296847548646,-0.004725339633786208,-0.002106674327300555,-0.0016759330690856128,-0.0017541621483702237,-0.0029182434874359753,-0.010103792183694744,-0.001537801830575587,0.0021718602455145933,0.031221303948576643,-0.005791825252358101,0.003303161597529181,-0.03939640131587712,-0.04286134168465661,-0.006264096499958777,-0.012928863779952837,0.002599176927306414,-0.04184814906757534,0.004335260115606936,-0.00821866242837429,-0.022261781333750518,-0.020965828861903457,-0.01762691751443151,-0.01564494624265981,-0.0010508590456174344,0.002974293605268821,0.008215085884988826,0.0073875083948959286,0.012475247524752498,0.006036217303822854,0.0,0.0016286644951140066,-0.001330229464582565,0.0053661616161615805,0.007155025553662769,-0.00016553942203110427,0.0,-0.00017671747294017713,-0.016386370483990324,0.007246376811594177,0.0003138731952292498,-0.02014965109435868,0.023464892564955472,-0.005400037241636037,0.0,-0.04567307692307692,-0.004152510381275913,-0.0028846153846153848,-0.0032990870266920067,-0.003096994314047928,-0.010763177501135961,-0.014294832571122835,0.006181392118954822,0.0032049055500889476,-0.0007316419876926732,-0.01702437138823765,-0.0035185628829456487,-0.004815818889203437,0.000582115647965605
7,20141103.0,2886.9,2956.3,3021.0,3122.2,3742.7,3113.0,47800.8,13701.8,13500.0,16999.0,344.2,599.1,2382.1,7041.7,9116.7,10692.8,10559.0,6017.2,12290.0,8883.3,4717.2,4912.7,8591.7,7821.7,6868.0,7778.3,944.2,405.0,450.0,515.0,550.0,700.0,924.0,299.3,320.9,1187.6,4225.6,2556.0,2258.1,13920.8,13.8,4454.6,3386.9,8166.7,1602.8,2864.0,24458.3,4491.8,2580.0,-0.017860787915901205,-0.014468113478014348,-0.003956478733926805,-0.001311454434955175,-0.0026913238115541366,-0.005399533531422758,-0.004251649310799492,0.003250984814093432,-0.00037023324694557573,0.0010717987373975743,0.02166815078658359,-0.002829560585885373,0.018513767744142175,-0.023681109185441966,-0.0346364810775322,-0.017449713765885437,-0.02051001382176421,-4.9854590776930937e-05,-0.03509460626521159,0.022538129496402794,-0.0053347390616763695,-0.01708649286728968,-0.008676689473744812,-0.015804109571804306,-0.010360379832562378,-0.01415716096324459,0.0,0.0,0.0,0.0072364560923136876,0.0,0.0,0.0016260162601626016,-0.00333000333000333,0.007535321821036035,0.004397834912043147,-0.0005440052981383837,0.0,-0.002209358844063453,-0.030875155768119576,-0.007194244604316521,-0.00161369850732884,-0.03131792701063951,0.024834353980524,0.0002496255616574286,0.0,-0.01427506297229222,0.0016054943584711719,-0.0048216007714561235,-0.007614615317629071,-7.477475156351525e-05,-0.007153129126536914,-0.011903261961720354,0.0012060760153856146,0.0025572924158096134,-0.006115004506510285,-0.004675145803544931,-0.0016080532064924758,-0.003931179582533591,0.0008846393066698462
8,20141201.0,2846.5,2924.8,3013.6,3137.3,3722.0,3101.8,46607.6,13437.9,13423.1,16774.0,350.0,580.3,2383.7,6325.0,7581.3,10063.6,10046.5,6020.0,11480.0,8568.8,4807.6,4209.6,8359.4,7655.6,6797.0,7632.5,950.4,412.5,456.9,523.1,557.5,700.0,924.0,300.2,316.3,1188.4,4225.6,2556.0,2256.8,13771.0,13.8,4407.3,3320.9,8185.4,1605.4,2864.0,23859.4,4476.3,2580.0,-0.013994249887422526,-0.010655210905523797,-0.0024495200264813277,0.004836333354685915,-0.00553076655890128,-0.0035978156119498292,-0.02496192532342564,-0.019260243179728187,-0.00569629629629627,-0.01323607271015942,0.01685066821615343,-0.03138040393924231,0.0006716762520464754,-0.10177939986082904,-0.16841620323143247,-0.05884333383211123,-0.04853679325693721,0.0004653327128897464,-0.06590724165988608,-0.0354035099568854,0.01916391079453925,-0.14311885521200143,-0.027037722453065294,-0.021235792730480516,-0.010337798485730926,-0.01874445572940105,0.0065664054225798895,0.018518518518518517,0.015333333333333282,0.015728155339805868,0.013636363636363636,0.0,0.0,0.0030070163715335023,-0.014334683702087772,0.0006736274840015004,0.0,0.0,-0.0005757052389175533,-0.010760875811734906,0.0,-0.010618237327706231,-0.01948684637869438,0.0022897865722996827,0.0016221612178688148,0.0,-0.024486575109471952,-0.0034507324457901064,0.0,-0.005231871605932141,-0.01578863437740238,-0.04922792085562341,-0.03355178563602333,0.011630462708433533,-0.002663509961638193,-0.004893984773094174,-0.007621471297201046,-0.0017253662228950532,-0.01211934244681958,-0.008188162864285989
9,20141202.0,2776.7,2864.2,3009.4,3132.0,3717.1,3078.3,46651.4,13316.6,13040.0,16578.6,350.0,564.2,2153.4,4878.6,6810.7,9404.4,9311.7,6015.2,10410.0,7850.0,5078.0,3348.3,8053.6,7323.0,6524.7,7625.4,952.5,417.1,455.0,527.9,560.0,700.0,924.0,297.6,311.3,1203.8,4221.9,2556.0,2252.5,13729.1,13.6,4355.5,3301.3,8204.8,1625.2,2864.0,23375.0,4468.2,2568.6,-0.02452134199894614,-0.020719365426695967,-0.0013936819750463958,-0.0016893507155835213,-0.0013164965072541889,-0.00757624605068025,0.0009397608973644408,-0.009026708042179156,-0.028540352079623958,-0.011648980565160455,0.0,-0.02774427020506619,-0.09661450685908451,-0.22867984189723314,-0.10164483663751604,-0.06550339838626343,-0.07313989946747616,-0.0007973421926910601,-0.09320557491289198,-0.083885724955653,0.05624427989017381,-0.20460376282782214,-0.03658157284015591,-0.04344532107215637,-0.04006179196704431,-0.0009302325581395825,0.0022095959595959834,0.011151515151515207,-0.00415845918144009,0.009176065761804538,0.004484304932735426,0.0,0.0,-0.008660892738174436,-0.015807777426493835,0.01295859979804768,-0.0008756152972360676,0.0,-0.0019053527118044053,-0.0030426258078570644,-0.014492753623188482,-0.011753227599664235,-0.005902014514137706,0.0023700735455811123,0.012333374859847984,0.0,-0.02030227080312168,-0.0018095301923464386,-0.004418604651162826,-0.009536080445701077,-0.012069069947399782,-0.07712153955138754,-0.044896400229190746,0.003810503770701844,-0.0028775175916551476,-0.004450189501038356,-0.002656298647757899,-0.0031140674217546324,-0.016990073285020366,-0.004870730838200787
